text,Label
"Enter SIR WALTER BLUNT I come with gracious offers from the king, if you vouchsafe me hearing and respect. Welcome, Sir Walter Blunt, and would to God You were of our determination! Some of us love you well, and even those some Envy your great deservings and good name, Because you are not of our quality, But stand against us like an enemy. And God defend but still I should stand so, So long as out of limit and true rule You stand against anointed majesty. But to my charge. The king hath sent to know The nature of your griefs, and whereupon You conjure from the breast of civil peace Such bold hostility, teaching his duteous land Audacious cruelty. If that the king Have any way your good deserts forgot, Which he confesseth to be manifold, He bids you name your griefs, and with all speed You shall have your desires with interest And pardon absolute for yourself and these Herein misled by your suggestion. The king is kind, and well we know the king Knows at what time to promise, when to pay. My father and my uncle and myself Did give him that same royalty he wears, And when he was not six and twenty strong, Sick in the world's regard, wretched and low, A poor unminded outlaw sneaking home, My father gave him welcome to the shore, And when he heard him swear and vow to God He came but to be Duke of Lancaster, To sue his livery and beg his peace, With tears of innocency and terms of zeal, My father, in kind heart and pity moved, Swore him assistance and perform'd it too. Now when the lords and barons of the realm Perceived Northumberland did lean to him, The more and less came in with cap and knee, Met him in boroughs, cities, villages, Attended him on bridges, stood in lanes, Laid gifts before him, proffer'd him their oaths, Gave him their heirs, as pages follow'd him Even at the heels in golden multitudes. He presently, as greatness knows itself, Steps me a little higher than his vow Made to my father, while his blood was poor, Upon the naked shore at Ravenspurgh, And now, forsooth, takes on him to reform",Human
"Some certain edicts and some strait decrees That lie too heavy on the commonwealth, Cries out upon abuses, seems to weep Over his country's wrongs, and by this face, This seeming brow of justice, did he win The hearts of all that he did angle for, Proceeded further, cut me off the heads Of all the favourites that the absent king In deputation left behind him here, When he was personal in the Irish war. Tut, I came not to hear this. Then to the point. In short time after, he deposed the king, Soon after that, deprived him of his life, And in the neck of that, task'd the whole state: To make that worse, suffer'd his kinsman March, Who is, if every owner were well placed, Indeed his king, to be engaged in Wales, There without ransom to lie forfeited, Disgraced me in my happy victories, Sought to entrap me by intelligence, Rated mine uncle from the council-board, In rage dismiss'd my father from the court, Broke oath on oath, committed wrong on wrong, And in conclusion drove us to seek out This head of safety, and withal to pry Into his title, the which we find Too indirect for long continuance. Shall I return this answer to the king? Not so, Sir Walter: we'll withdraw awhile. Go to the king, and let there be impawn'd Some surety for a safe return again, And in the morning early shall my uncle Bring him our purposes: and so farewell. I would you would accept of grace and love. And may be so we shall. Pray God you do. Exeunt SCENE IV. York. The ARCHBISHOP'S palace. Enter the ARCHBISHOP OF YORK and SIR MICHAEL Hie, good Sir Michael, bear this sealed brief With winged haste to the lord marshal, This to my cousin Scroop, and all the rest To whom they are directed. If you knew How much they do to import, you would make haste. My good lord, I guess their tenor. Like enough you do. To-morrow, good Sir Michael, is a day Wherein the fortune of ten thousand men",Human
"Must bide the touch, for, sir, at Shrewsbury, As I am truly given to understand, The king with mighty and quick-raised power Meets with Lord Harry: and, I fear, Sir Michael, What with the sickness of Northumberland, Whose power was in the first proportion, And what with Owen Glendower's absence thence, Who with them was a rated sinew too And comes not in, o'er-ruled by prophecies, I fear the power of Percy is too weak To wage an instant trial with the king. Why, my good lord, you need not fear, There is Douglas and Lord Mortimer. No, Mortimer is not there. But there is Mordake, Vernon, Lord Harry Percy, And there is my Lord of Worcester and a head Of gallant warriors, noble gentlemen. And so there is: but yet the king hath drawn The special head of all the land together: The Prince of Wales, Lord John of Lancaster, The noble Westmoreland and warlike Blunt, And moe corrivals and dear men Of estimation and command in arms. Doubt not, my lord, they shall be well opposed. I hope no less, yet needful 'tis to fear, And, to prevent the worst, Sir Michael, speed: For if Lord Percy thrive not, ere the king Dismiss his power, he means to visit us, For he hath heard of our confederacy, And 'tis but wisdom to make strong against him: Therefore make haste. I must go write again To other friends, and so farewell, Sir Michael. Exeunt ACT V SCENE I. KING HENRY IV's camp near Shrewsbury. Enter KING HENRY, PRINCE HENRY, Lord John of  LANCASTER, EARL OF WESTMORELAND, SIR WALTER BLUNT, and FALSTAFF How bloodily the sun begins to peer Above yon busky hill! the day looks pale At his distemperature. The southern wind Doth play the trumpet to his purposes, And by his hollow whistling in the leaves Foretells a tempest and a blustering day. Then with the losers let it sympathize, For nothing can seem foul to those that win. The trumpet sounds Enter WORCESTER and VERNON How now, my Lord of Worcester! 'tis not well That you and I should meet upon such terms As now we meet. You have deceived our trust,",Human
"And made us doff our easy robes of peace, To crush our old limbs in ungentle steel: This is not well, my lord, this is not well. What say you to it? will you again unknit This curlish knot of all-abhorred war? And move in that obedient orb again Where you did give a fair and natural light, And be no more an exhaled meteor, A prodigy of fear and a portent Of broached mischief to the unborn times? Hear me, my liege: For mine own part, I could be well content To entertain the lag-end of my life With quiet hours, for I do protest, I have not sought the day of this dislike. You have not sought it! how comes it, then? Rebellion lay in his way, and he found it. Peace, chewet, peace! It pleased your majesty to turn your looks Of favour from myself and all our house, And yet I must remember you, my lord, We were the first and dearest of your friends. For you my staff of office did I break In Richard's time, and posted day and night to meet you on the way, and kiss your hand, When yet you were in place and in account Nothing so strong and fortunate as I. It was myself, my brother and his son, That brought you home and boldly did outdare The dangers of the time. You swore to us, And you did swear that oath at Doncaster, That you did nothing purpose 'gainst the state, Nor claim no further than your new-fall'n right, The seat of Gaunt, dukedom of Lancaster: To this we swore our aid. But in short space It rain'd down fortune showering on your head, And such a flood of greatness fell on you, What with our help, what with the absent king, What with the injuries of a wanton time, The seeming sufferances that you had borne, And the contrarious winds that held the king So long in his unlucky Irish wars That all in England did repute him dead: And from this swarm of fair advantages You took occasion to be quickly woo'd To gripe the general sway into your hand, Forget your oath to us at Doncaster, And being fed by us you used us so As that ungentle hull, the cuckoo's bird, Useth the sparrow, did oppress our nest,",Human
"Grew by our feeding to so great a bulk That even our love durst not come near your sight For fear of swallowing, but with nimble wing We were enforced, for safety sake, to fly Out of sight and raise this present head, Whereby we stand opposed by such means As you yourself have forged against yourself By unkind usage, dangerous countenance, And violation of all faith and troth Sworn to us in your younger enterprise. These things indeed you have articulate, Proclaim'd at market-crosses, read in churches, To face the garment of rebellion With some fine colour that may please the eye Of fickle changelings and poor discontents, Which gape and rub the elbow at the news Of hurlyburly innovation: And never yet did insurrection want Such water-colours to impaint his cause, Nor moody beggars, starving for a time Of pellmell havoc and confusion. In both your armies there is many a soul Shall pay full dearly for this encounter, If once they join in trial. Tell your nephew, The Prince of Wales doth join with all the world In praise of Henry Percy: by my hopes, This present enterprise set off his head, I do not think a braver gentleman, More active-valiant or more valiant-young, More daring or more bold, is now alive To grace this latter age with noble deeds. For my part, I may speak it to my shame, I have a truant been to chivalry, And so I hear he doth account me too, Yet this before my father's majesty-- I am content that he shall take the odds Of his great name and estimation, And will, to save the blood on either side, Try fortune with him in a single fight. And, Prince of Wales, so dare we venture thee, Albeit considerations infinite Do make against it. No, good Worcester, no, We love our people well, even those we love That are misled upon your cousin's part, And, will they take the offer of our grace, Both he and they and you, every man Shall be my friend again and I'll be his: So tell your cousin, and bring me word What he will do: but if he will not yield, Rebuke and dread correction wait on us",Human
"And they shall do their office. So, be gone, We will not now be troubled with reply: We offer fair, take it advisedly. Exeunt WORCESTER and VERNON It will not be accepted, on my life: The Douglas and the Hotspur both together Are confident against the world in arms. Hence, therefore, every leader to his charge, For, on their answer, will we set on them: And God befriend us, as our cause is just! Exeunt all but PRINCE HENRY and FALSTAFF Hal, if thou see me down in the battle and bestride me, so, 'tis a point of friendship. Nothing but a colossus can do thee that friendship. Say thy prayers, and farewell. I  would 'twere bed-time, Hal, and all well. Why, thou owest God a death. Exit PRINCE HENRY 'Tis not due yet, I would be loath to pay him before his day. What need I be so forward with him that calls not on me? Well, 'tis no matter, honour pricks me on. Yea, but how if honour prick me off when I come on? how then? Can honour set to a leg? no: or an arm? no: or take away the grief of a wound? no. Honour hath no skill in surgery, then? no. What is honour? a word. What is in that word honour? what is that honour? air. A trim reckoning! Who hath it? he that died o' Wednesday. Doth he feel it? no. Doth he hear it? no. 'Tis insensible, then. Yea, to the dead. But will it not live with the living? no. Why? detraction will not suffer it. Therefore I'll none of it. Honour is a mere scutcheon: and so ends my catechism. Exit SCENE II. The rebel camp. Enter WORCESTER and VERNON O, no, my nephew must not know, Sir Richard, The liberal and kind offer of the king. 'Twere best he did. Then are we all undone. It is not possible, it cannot be, The king should keep his word in loving us, He will suspect us still and find a time To punish this offence in other faults: Suspicion all our lives shall be stuck full of eyes, For treason is but trusted like the fox, Who, ne'er so tame, so cherish'd and lock'd up, Will have a wild trick of his ancestors. Look how we can, or sad or merrily, Interpretation will misquote our looks,",Human
"And we shall feed like oxen at a stall, The better cherish'd, still the nearer death. My nephew's trespass may be well forgot, it hath the excuse of youth and heat of blood, And an adopted name of privilege, A hair-brain'd Hotspur, govern'd by a spleen: All his offences live upon my head And on his father's, we did train him on, And, his corruption being ta'en from us, We, as the spring of all, shall pay for all. Therefore, good cousin, let not Harry know, In any case, the offer of the king. Deliver what you will, I'll say 'tis so. Here comes your cousin. Enter HOTSPUR and DOUGLAS My uncle is return'd: Deliver up my Lord of Westmoreland. Uncle, what news? The king will bid you battle presently. Defy him by the Lord of Westmoreland. Lord Douglas, go you and tell him so. Marry, and shall, and very willingly. Exit There is no seeming mercy in the king. Did you beg any? God forbid! I told him gently of our grievances, Of his oath-breaking, which he mended thus, By now forswearing that he is forsworn: He calls us rebels, traitors, and will scourge With haughty arms this hateful name in us. Re-enter the EARL OF DOUGLAS Arm, gentlemen, to arms! for I have thrown A brave defiance in King Henry's teeth, And Westmoreland, that was engaged, did bear it, Which cannot choose but bring him quickly on. The Prince of Wales stepp'd forth before the king, And, nephew, challenged you to single fight. O, would the quarrel lay upon our heads, And that no man might draw short breath today But I and Harry Monmouth! Tell me, tell me, How show'd his tasking? seem'd it in contempt? No, by my soul, I never in my life Did hear a challenge urged more modestly, Unless a brother should a brother dare To gentle exercise and proof of arms. He gave you all the duties of a man, Trimm'd up your praises with a princely tongue, Spoke to your deservings like a chronicle, Making you ever better than his praise By still dispraising praise valued in you,",Human
"And, which became him like a prince indeed, He made a blushing cital of himself, And chid his truant youth with such a grace As if he master'd there a double spirit. Of teaching and of learning instantly. There did he pause: but let me tell the world, If he outlive the envy of this day, England did never owe so sweet a hope, So much misconstrued in his wantonness. Cousin, I think thou art enamoured On his follies: never did I hear Of any prince so wild a libertine. But be he as he will, yet once ere night I will embrace him with a soldier's arm, That he shall shrink under my courtesy. Arm, arm with speed: and, fellows, soldiers, friends, Better consider what you have to do Than I, that have not well the gift of tongue, Can lift your blood up with persuasion. Enter a Messenger My lord, here are letters for you. I cannot read them now. O gentlemen, the time of life is short! To spend that shortness basely were too long, If life did ride upon a dial's point, Still ending at the arrival of an hour. An if we live, we live to tread on kings, If die, brave death, when princes die with us! Now, for our consciences, the arms are fair, When the intent of bearing them is just. Enter another Messenger My lord, prepare, the king comes on apace. I thank him, that he cuts me from my tale, For I profess not talking, only this-- Let each man do his best: and here draw I A sword, whose temper I intend to stain With the best blood that I can meet withal In the adventure of this perilous day. Now, Esperance! Percy! and set on. Sound all the lofty instruments of war, And by that music let us all embrace, For, heaven to earth, some of us never shall A second time do such a courtesy. The trumpets sound. They embrace, and exeunt SCENE III. Plain between the camps. KING HENRY enters with his power. Alarum to the battle. Then enter DOUGLAS and SIR WALTER BLUNT What is thy name, that in the battle thus Thou crossest me? what honour dost thou seek Upon my head? Know then, my name is Douglas,",Human
"And I do haunt thee in the battle thus Because some tell me that thou art a king. They tell thee true. The Lord of Stafford dear to-day hath bought Thy likeness, for instead of thee, King Harry, This sword hath ended him: so shall it thee, Unless thou yield thee as my prisoner. I was not born a yielder, thou proud Scot, And thou shalt find a king that will revenge Lord Stafford's death. They fight. DOUGLAS kills SIR WALTER BLUNT. Enter HOTSPUR O Douglas, hadst thou fought at Holmedon thus, never had triumph'd upon a Scot. All's done, all's won, here breathless lies the king. Where? Here. This, Douglas? no: I know this face full well: A gallant knight he was, his name was Blunt, Semblably furnish'd like the king himself. A fool go with thy soul, whither it goes! A borrow'd title hast thou bought too dear: Why didst thou tell me that thou wert a king? The king hath many marching in his coats. Now, by my sword, I will kill all his coats, I'll murder all his wardrobe, piece by piece, Until I meet the king. Up, and away! Our soldiers stand full fairly for the day. Exeunt Alarum. Enter FALSTAFF, solus Though I could 'scape shot-free at London, I fear the shot here, here's no scoring but upon the pate. Soft! who are you? Sir Walter Blunt: there's honour for you! here's no vanity! I am as hot as moulten lead, and as heavy too: God keep lead out of me! I need no more weight than mine own bowels. I have led my ragamuffins where they are peppered: there's not three of my hundred and fifty left alive, and they are for the town's end, to beg during life. But who comes here? Enter PRINCE HENRY What, stand'st thou idle here? lend me thy sword: Many a nobleman lies stark and stiff Under the hoofs of vaunting enemies, Whose deaths are yet unrevenged: I prithee, lend me thy sword. O Hal, I prithee, give me leave to breathe awhile. Turk Gregory never did such deeds in arms as I have done this day. I have paid Percy, I have made him sure. He is, indeed, and living to kill thee. I prithee,",Human
"lend me thy sword. Nay, before God, Hal, if Percy be alive, thou get'st not my sword, but take my pistol, if thou wilt. Give it to me: what, is it in the case? Ay, Hal, 'tis hot, 'tis hot, there's that will sack a city. PRINCE HENRY draws it out, and finds it to be a bottle of sack What, is it a time to jest and dally now? He throws the bottle at him. Exit Well, if Percy be alive, I'll pierce him. If he do come in my way, so: if he do not, if I come in his willingly, let him make a carbonado of me. I like not such grinning honour as Sir Walter hath: give me life: which if I can save, so, if not, honour comes unlooked for, and there's an end. Exit FALSTAFF SCENE IV. Another part of the field. Alarum. Excursions. Enter PRINCE HENRY, LORD JOHN OF LANCASTER, and EARL OF WESTMORELAND I prithee, Harry, withdraw thyself, thou bleed'st too much. Lord John of Lancaster, go you with him. Not I, my lord, unless I did bleed too. I beseech your majesty, make up, Lest your retirement do amaze your friends. I will do so. My Lord of Westmoreland, lead him to his tent. Come, my lord, I'll lead you to your tent. Lead me, my lord? I do not need your help: And God forbid a shallow scratch should drive The Prince of Wales from such a field as this, Where stain'd nobility lies trodden on, and rebels' arms triumph in massacres! We breathe too long: come, cousin Westmoreland, Our duty this way lies, for God's sake come. Exeunt LANCASTER and WESTMORELAND By God, thou hast deceived me, Lancaster, I did not think thee lord of such a spirit: Before, I loved thee as a brother, John, But now, I do respect thee as my soul. I saw him hold Lord Percy at the point With lustier maintenance than I did look for Of such an ungrown warrior. O, this boy Lends mettle to us all! Exit Enter DOUGLAS Another king! they grow like Hydra's heads: I am the Douglas, fatal to all those That wear those colours on them: what art thou, That counterfeit'st the person of a king? The king himself, who, Douglas, grieves at heart",Human
"So many of his shadows thou hast met And not the very king. I have two boys Seek Percy and thyself about the field: But, seeing thou fall'st on me so luckily, I will assay thee: so, defend thyself. I fear thou art another counterfeit, And yet, in faith, thou bear'st thee like a king: But mine I am sure thou art, whoe'er thou be, And thus I win thee. They fight. KING HENRY being in danger, PRINCE HENRY enters Hold up thy head, vile Scot, or thou art like Never to hold it up again! the spirits Of valiant Shirley, Stafford, Blunt, are in my arms: It is the Prince of Wales that threatens thee, Who never promiseth but he means to pay. They fight: DOUGLAS flies Cheerly, my lord	how fares your grace? Sir Nicholas Gawsey hath for succor sent, And so hath Clifton: I'll to Clifton straight. Stay, and breathe awhile: Thou hast redeem'd thy lost opinion, And show'd thou makest some tender of my life, In this fair rescue thou hast brought to me. O God! they did me too much injury That ever said I hearken'd for your death. If it were so, I might have let alone The insulting hand of Douglas over you, Which would have been as speedy in your end As all the poisonous potions in the world And saved the treacherous labour of your son. Make up to Clifton: I'll to Sir Nicholas Gawsey. Exit Enter HOTSPUR If I mistake not, thou art Harry Monmouth. Thou speak'st as if I would deny my name. My name is Harry Percy. Why, then I see A very valiant rebel of the name. I am the Prince of Wales, and think not, Percy, To share with me in glory any more: Two stars keep not their motion in one sphere, Nor can one England brook a double reign, Of Harry Percy and the Prince of Wales. Nor shall it, Harry, for the hour is come To end the one of us, and would to God Thy name in arms were now as great as mine! I'll make it greater ere I part from thee, And all the budding honours on thy crest I'll crop, to make a garland for my head. I can no longer brook thy vanities.",Human
"They fight Enter FALSTAFF Well said, Hal! to it Hal! Nay, you shall find no boy's play here, I can tell you. Re-enter DOUGLAS, he fights with FALSTAFF,  who falls down as if he were dead, and exit DOUGLAS. HOTSPUR is wounded, and falls O, Harry, thou hast robb'd me of my youth! I better brook the loss of brittle life Than those proud titles thou hast won of me, They wound my thoughts worse than sword my flesh: But thought's the slave of life, and life time's fool, And time, that takes survey of all the world, Must have a stop. O, I could prophesy, But that the earthy and cold hand of death Lies on my tongue: no, Percy, thou art dust And food for-- Dies For worms, brave Percy: fare thee well, great heart! Ill-weaved ambition, how much art thou shrunk! When that this body did contain a spirit, A kingdom for it was too small a bound, But now two paces of the vilest earth Is room enough: this earth that bears thee dead Bears not alive so stout a gentleman. If thou wert sensible of courtesy, I should not make so dear a show of zeal: But let my favours hide thy mangled face, And, even in thy behalf, I'll thank myself For doing these fair rites of tenderness. Adieu, and take thy praise with thee to heaven! Thy ignominy sleep with thee in the grave, But not remember'd in thy epitaph! He spieth FALSTAFF on the ground What, old acquaintance! could not all this flesh Keep in a little life? Poor Jack, farewell! I could have better spared a better man: O, I should have a heavy miss of thee, If I were much in love with vanity! Death hath not struck so fat a deer to-day, Though many dearer, in this bloody fray. Embowell'd will I see thee by and by: Till then in blood by noble Percy lie. Exit PRINCE HENRY [Rising up]  Embowelled! if thou embowel me to-day, I'll give you leave to powder me and eat me too to-morrow. 'Sblood,'twas time to counterfeit, or that hot termagant Scot had paid me scot and lot too. Counterfeit? I lie, I am no counterfeit: to die, is to be a counterfeit, for he is but the counterfeit of a man who hath not the life of a man: but to counterfeit dying, when a man thereby",Human
"liveth, is to be no counterfeit, but the true and perfect image of life indeed. The better part of valour is discretion, in the which better part I have saved my life.'Zounds, I am afraid of this gunpowder Percy, though he be dead: how, if he should counterfeit too and rise? by my faith, I am afraid he would prove the better counterfeit. Therefore I'll make him sure, yea, and I'll swear I killed him. Why may not he rise as well as I? Nothing confutes me but eyes, and nobody sees me. Therefore, sirrah, Stabbing him with a new wound in your thigh, come you along with me. Takes up HOTSPUR on his back Re-enter PRINCE HENRY and LORD JOHN OF LANCASTER Come, brother John, full bravely hast thou flesh'd Thy maiden sword. But, soft! whom have we here? Did you not tell me this fat man was dead? I did, I saw him dead, Breathless and bleeding on the ground. Art thou alive? Or is it fantasy that plays upon our eyesight? I prithee, speak, we will not trust our eyes Without our ears: thou art not what thou seem'st. No, that's certain, I am not a double man: but if I be not Jack Falstaff, then am I a Jack. There is Percy: Throwing the body down if your father will do me any honour, so, if not, let him kill the next Percy himself. I look to be either earl or duke, I can assure you. Why, Percy I killed myself and saw thee dead. Didst thou? Lord, Lord, how this world is given to lying! I grant you I was down and out of breath, and so was he: but we rose both at an instant and fought a long hour by Shrewsbury clock. If I may be believed, so, if not, let them that should reward valour bear the sin upon their own heads. I'll take it upon my death, I gave him this wound in the thigh: if the man were alive and would deny it, 'zounds, I would make him eat a piece of my sword. This is the strangest tale that ever I heard. This is the strangest fellow, brother John. Come, bring your luggage nobly on your back: For my part, if a lie may do thee grace, I'll gild it with the happiest terms I have. A retreat is sounded The trumpet sounds retreat, the day is ours. Come, brother, let us to the highest of the field, To see what friends are living, who are dead.",Human
"Exeunt PRINCE HENRY and LANCASTER I'll follow, as they say, for reward. He that rewards me, God reward him! If I do grow great, I'll grow less, for I'll purge, and leave sack, and live cleanly as a nobleman should do. Exit SCENE V. Another part of the field. The trumpets sound. Enter KING HENRY IV, PRINCE  HENRY, LORD JOHN LANCASTER, EARL OF WESTMORELAND, with WORCESTER and VERNON prisoners Thus ever did rebellion find rebuke. Ill-spirited Worcester! did not we send grace, Pardon and terms of love to all of you? And wouldst thou turn our offers contrary? Misuse the tenor of thy kinsman's trust? Three knights upon our party slain to-day, A noble earl and many a creature else Had been alive this hour, If like a Christian thou hadst truly borne Betwixt our armies true intelligence. What I have done my safety urged me to, And I embrace this fortune patiently, Since not to be avoided it falls on me. Bear Worcester to the death and Vernon too: Other offenders we will pause upon. Exeunt WORCESTER and VERNON, guarded How goes the field? The noble Scot, Lord Douglas, when he saw The fortune of the day quite turn'd from him, The noble Percy slain, and all his men Upon the foot of fear, fled with the rest, And falling from a hill, he was so bruised That the pursuers took him. At my tent The Douglas is, and I beseech your grace I may dispose of him. With all my heart. Then, brother John of Lancaster, to you This honourable bounty shall belong: Go to the Douglas, and deliver him Up to his pleasure, ransomless and free: His valour shown upon our crests to-day Hath taught us how to cherish such high deeds Even in the bosom of our adversaries. I thank your grace for this high courtesy, Which I shall give away immediately. Then this remains, that we divide our power. You, son John, and my cousin Westmoreland Towards York shall bend you with your dearest speed, To meet Northumberland and the prelate Scroop, Who, as we hear, are busily in arms: Myself and you, son Harry, will towards Wales, To fight with Glendower and the Earl of March.",Human
"Rebellion in this land shall lose his sway, Meeting the cheque of such another day: And since this business so fair is done, Let us not leave till all our own be won. Exeunt ACT I SCENE I. Westminster Abbey. Dead March. Enter the Funeral of KING HENRY the  Fifth, attended on by Dukes of BEDFORD, Regent of  France, GLOUCESTER, Protector, and EXETER, Earl of WARWICK, the BISHOP OF WINCHESTER, Heralds,  and c Hung be the heavens with black, yield day to night! Comets, importing change of times and states, Brandish your crystal tresses in the sky, And with them scourge the bad revolting stars That have consented unto Henry's death! King Henry the Fifth, too famous to live long! England ne'er lost a king of so much worth. England ne'er had a king until his time. Virtue he had, deserving to command: His brandish'd sword did blind men with his beams: His arms spread wider than a dragon's wings, His sparking eyes, replete with wrathful fire, More dazzled and drove back his enemies Than mid-day sun fierce bent against their faces. What should I say? his deeds exceed all speech: He ne'er lift up his hand but conquered. We mourn in black: why mourn we not in blood? Henry is dead and never shall revive: Upon a wooden coffin we attend, And death's dishonourable victory We with our stately presence glorify, Like captives bound to a triumphant car. What! shall we curse the planets of mishap That plotted thus our glory's overthrow? Or shall we think the subtle-witted French Conjurers and sorcerers, that afraid of him By magic verses have contrived his end? BISHOP He was a king bless'd of the King of kings. Unto the French the dreadful judgement-day So dreadful will not be as was his sight. The battles of the Lord of hosts he fought: The church's prayers made him so prosperous. The church! where is it? Had not churchmen pray'd, His thread of life had not so soon decay'd: None do you like but an effeminate prince, Whom, like a school-boy, you may over-awe. BISHOP Gloucester, whate'er we like, thou art protector And lookest to command the prince and realm. Thy wife is proud, she holdeth thee in awe, More than God or religious churchmen may.",Human
"Name not religion, for thou lovest the flesh, And ne'er throughout the year to church thou go'st Except it be to pray against thy foes. Cease, cease these jars and rest your minds in peace: Let's to the altar: heralds, wait on us: Instead of gold, we'll offer up our arms: Since arms avail not now that Henry's dead. Posterity, await for wretched years, When at their mothers' moist eyes babes shall suck, Our isle be made a nourish of salt tears, And none but women left to wail the dead. Henry the Fifth, thy ghost I invocate: Prosper this realm, keep it from civil broils, Combat with adverse planets in the heavens! A far more glorious star thy soul will make Than Julius Caesar or bright-- Enter a Messenger My honourable lords, health to you all! Sad tidings bring I to you out of France, Of loss, of slaughter and discomfiture: Guienne, Champagne, Rheims, Orleans, Paris, Guysors, Poictiers, are all quite lost. What say'st thou, man, before dead Henry's corse? Speak softly, or the loss of those great towns Will make him burst his lead and rise from death. Is Paris lost? is Rouen yielded up? If Henry were recall'd to life again, These news would cause him once more yield the ghost. How were they lost? what treachery was used? No treachery, but want of men and money. Amongst the soldiers this is muttered, That here you maintain several factions, And whilst a field should be dispatch'd and fought, You are disputing of your generals: One would have lingering wars with little cost, Another would fly swift, but wanteth wings, A third thinks, without expense at all, By guileful fair words peace may be obtain'd. Awake, awake, English nobility! Let not sloth dim your horrors new-begot: Cropp'd are the flower-de-luces in your arms, Of England's coat one half is cut away. Were our tears wanting to this funeral, These tidings would call forth their flowing tides. Me they concern, Regent I am of France. Give me my steeled coat. I'll fight for France. Away with these disgraceful wailing robes! Wounds will I lend the French instead of eyes, To weep their intermissive miseries. Enter to them another Messenger",Human
"Lords, view these letters full of bad mischance. France is revolted from the English quite, Except some petty towns of no import: The Dauphin Charles is crowned king of Rheims, The Bastard of Orleans with him is join'd, Reignier, Duke of Anjou, doth take his part, The Duke of Alencon flieth to his side. The Dauphin crowned king! all fly to him! O, whither shall we fly from this reproach? We will not fly, but to our enemies' throats. Bedford, if thou be slack, I'll fight it out. Gloucester, why doubt'st thou of my forwardness? An army have I muster'd in my thoughts, Wherewith already France is overrun. Enter another Messenger My gracious lords, to add to your laments, Wherewith you now bedew King Henry's hearse, I must inform you of a dismal fight Betwixt the stout Lord Talbot and the French. BISHOP What! wherein Talbot overcame? is't so? O, no, wherein Lord Talbot was o'erthrown: The circumstance I'll tell you more at large. The tenth of August last this dreadful lord, Retiring from the siege of Orleans, Having full scarce six thousand in his troop. By three and twenty thousand of the French Was round encompassed and set upon. No leisure had he to enrank his men, He wanted pikes to set before his archers, Instead whereof sharp stakes pluck'd out of hedges They pitched in the ground confusedly, To keep the horsemen off from breaking in. More than three hours the fight continued, Where valiant Talbot above human thought Enacted wonders with his sword and lance: Hundreds he sent to hell, and none durst stand him, Here, there, and every where, enraged he flew: The French exclaim'd, the devil was in arms, All the whole army stood agazed on him: His soldiers spying his undaunted spirit A Talbot! a Talbot! cried out amain And rush'd into the bowels of the battle. Here had the conquest fully been seal'd up, If Sir John Fastolfe had not play'd the coward: He, being in the vaward, placed behind With purpose to relieve and follow them, Cowardly fled, not having struck one stroke. Hence grew the general wreck and massacre, Enclosed were they with their enemies:",Human
"A base Walloon, to win the Dauphin's grace, Thrust Talbot with a spear into the back, Whom all France with their chief assembled strength Durst not presume to look once in the face. Is Talbot slain? then I will slay myself, For living idly here in pomp and ease, Whilst such a worthy leader, wanting aid, Unto his dastard foemen is betray'd. O no, he lives, but is took prisoner, And Lord Scales with him and Lord Hungerford: Most of the rest slaughter'd or took likewise. His ransom there is none but I shall pay: I'll hale the Dauphin headlong from his throne: His crown shall be the ransom of my friend, Four of their lords I'll change for one of ours. Farewell, my masters, to my task will I, Bonfires in France forthwith I am to make, To keep our great Saint George's feast withal: Ten thousand soldiers with me I will take, Whose bloody deeds shall make all Europe quake. So you had need, for Orleans is besieged, The English army is grown weak and faint: The Earl of Salisbury craveth supply, And hardly keeps his men from mutiny, Since they, so few, watch such a multitude. Remember, lords, your oaths to Henry sworn, Either to quell the Dauphin utterly, Or bring him in obedience to your yoke. I do remember it, and here take my leave, To go about my preparation. Exit I'll to the Tower with all the haste I can, To view the artillery and munition, And then I will proclaim young Henry king. Exit To Eltham will I, where the young king is, Being ordain'd his special governor, And for his safety there I'll best devise. Exit BISHOP Each hath his place and function to attend: I am left out, for me nothing remains. But long I will not be Jack out of office: The king from Eltham I intend to steal And sit at chiefest stern of public weal. Exeunt SCENE II. France. Before Orleans. Sound a flourish. Enter CHARLES, ALENCON, and REIGNIER, marching with drum and Soldiers Mars his true moving, even as in the heavens So in the earth, to this day is not known:",Human
